"Geslacht";"Leeftijd";"Perioden";"Regio's";"Verkeersdoden (aantal)"
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Gelderland (PV)";9
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Gelderland (PV)";9
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Gelderland (PV)";7
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Gelderland (PV)";10
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Utrecht (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Utrecht (PV)";6
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Utrecht (PV)";6
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Utrecht (PV)";4
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Utrecht (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Utrecht (PV)";6
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Noord-Holland (PV)";13
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Noord-Holland (PV)";10
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Noord-Holland (PV)";5
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Noord-Holland (PV)";9
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Noord-Holland (PV)";18
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Noord-Holland (PV)";10
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Zuid-Holland (PV)";22
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Zuid-Holland (PV)";13
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Zuid-Holland (PV)";10
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Zuid-Holland (PV)";15
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Zuid-Holland (PV)";11
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Zuid-Holland (PV)";10
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Zeeland (PV)";4
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Zeeland (PV)";4
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Zeeland (PV)";0
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Noord-Brabant (PV)";17
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Noord-Brabant (PV)";14
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Noord-Brabant (PV)";16
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Noord-Brabant (PV)";5
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Noord-Brabant (PV)";16
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Noord-Brabant (PV)";12
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Limburg (PV)";9
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Limburg (PV)";9
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Limburg (PV)";5
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Limburg (PV)";2
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Limburg (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Limburg (PV)";7
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Nederland";161
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Nederland";134
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Nederland";110
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Nederland";83
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Nederland";129
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Nederland";123
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Groningen (PV)";3
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Groningen (PV)";3
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Groningen (PV)";1
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Groningen (PV)";2
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Groningen (PV)";6
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Groningen (PV)";2
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Friesland (PV)";12
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Friesland (PV)";10
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Friesland (PV)";11
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Friesland (PV)";5
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Friesland (PV)";7
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Friesland (PV)";11
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Drenthe (PV)";4
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Drenthe (PV)";8
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Drenthe (PV)";3
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Drenthe (PV)";3
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Drenthe (PV)";5
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Drenthe (PV)";7
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Overijssel (PV)";20
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Overijssel (PV)";10
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Overijssel (PV)";9
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Overijssel (PV)";7
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Overijssel (PV)";11
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Overijssel (PV)";10
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Flevoland (PV)";1
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Gelderland (PV)";29
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Gelderland (PV)";23
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Gelderland (PV)";12
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Gelderland (PV)";10
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Gelderland (PV)";18
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Gelderland (PV)";20
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Utrecht (PV)";9
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Utrecht (PV)";2
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Utrecht (PV)";7
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Utrecht (PV)";7
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Utrecht (PV)";7
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Utrecht (PV)";4
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Noord-Holland (PV)";23
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Noord-Holland (PV)";17
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Noord-Holland (PV)";14
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Noord-Holland (PV)";13
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Noord-Holland (PV)";12
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Noord-Holland (PV)";15
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Zuid-Holland (PV)";24
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Zuid-Holland (PV)";17
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Zuid-Holland (PV)";17
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Zuid-Holland (PV)";8
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Zuid-Holland (PV)";17
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Zuid-Holland (PV)";14
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Zeeland (PV)";4
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Zeeland (PV)";5
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Zeeland (PV)";6
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Zeeland (PV)";2
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Zeeland (PV)";4
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Noord-Brabant (PV)";20
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Noord-Brabant (PV)";27
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Noord-Brabant (PV)";19
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Noord-Brabant (PV)";17
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Noord-Brabant (PV)";25
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Noord-Brabant (PV)";25
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Limburg (PV)";10
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Limburg (PV)";9
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Limburg (PV)";12
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Limburg (PV)";3
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Limburg (PV)";18
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Limburg (PV)";8
"Totaal mannen en vrouwen";"70 tot 80 jaar";"1996";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2000";"Niet in te delen (PV)";1
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2005";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2010";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2018";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"70 tot 80 jaar";"2019";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Nederland";100
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Nederland";78
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Nederland";83
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Nederland";94
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Nederland";143
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Nederland";126
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Groningen (PV)";4
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Groningen (PV)";4
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Groningen (PV)";3
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Groningen (PV)";1
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Groningen (PV)";1
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Groningen (PV)";2
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Friesland (PV)";9
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Friesland (PV)";4
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Friesland (PV)";5
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Friesland (PV)";1
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Friesland (PV)";10
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Friesland (PV)";5
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Drenthe (PV)";5
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Drenthe (PV)";2
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Drenthe (PV)";4
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Drenthe (PV)";4
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Drenthe (PV)";6
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Drenthe (PV)";4
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Overijssel (PV)";12
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Overijssel (PV)";6
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Overijssel (PV)";12
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Overijssel (PV)";13
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Overijssel (PV)";11
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Overijssel (PV)";10
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Flevoland (PV)";4
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Flevoland (PV)";1
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Flevoland (PV)";1
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Gelderland (PV)";11
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Gelderland (PV)";9
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Gelderland (PV)";12
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Gelderland (PV)";15
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Gelderland (PV)";18
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Gelderland (PV)";17
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Utrecht (PV)";6
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Utrecht (PV)";3
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Utrecht (PV)";8
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Utrecht (PV)";5
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Utrecht (PV)";9
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Utrecht (PV)";9
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Noord-Holland (PV)";7
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Noord-Holland (PV)";14
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Noord-Holland (PV)";11
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Noord-Holland (PV)";13
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Noord-Holland (PV)";16
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Noord-Holland (PV)";21
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Zuid-Holland (PV)";19
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Zuid-Holland (PV)";11
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Zuid-Holland (PV)";11
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Zuid-Holland (PV)";17
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Zuid-Holland (PV)";25
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Zuid-Holland (PV)";20
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Zeeland (PV)";2
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Zeeland (PV)";1
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Zeeland (PV)";1
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Zeeland (PV)";1
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Noord-Brabant (PV)";13
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Noord-Brabant (PV)";15
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Noord-Brabant (PV)";15
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Noord-Brabant (PV)";15
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Noord-Brabant (PV)";32
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Noord-Brabant (PV)";22
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Limburg (PV)";10
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Limburg (PV)";5
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Limburg (PV)";0
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Limburg (PV)";6
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Limburg (PV)";11
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Limburg (PV)";10
"Totaal mannen en vrouwen";"80 jaar of ouder";"1996";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"80 jaar of ouder";"2000";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"80 jaar of ouder";"2005";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"80 jaar of ouder";"2010";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"80 jaar of ouder";"2018";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"80 jaar of ouder";"2019";"Niet in te delen (PV)";0
"Mannen";"Totaal alle leeftijden";"1996";"Nederland";894
"Mannen";"Totaal alle leeftijden";"2000";"Nederland";861
"Mannen";"Totaal alle leeftijden";"2005";"Nederland";594
"Mannen";"Totaal alle leeftijden";"2010";"Nederland";475
"Mannen";"Totaal alle leeftijden";"2018";"Nederland";485
"Mannen";"Totaal alle leeftijden";"2019";"Nederland";465
"Mannen";"Totaal alle leeftijden";"1996";"Groningen (PV)";36
"Mannen";"Totaal alle leeftijden";"2000";"Groningen (PV)";27
"Mannen";"Totaal alle leeftijden";"2005";"Groningen (PV)";17
"Mannen";"Totaal alle leeftijden";"2010";"Groningen (PV)";18
"Mannen";"Totaal alle leeftijden";"2018";"Groningen (PV)";16
"Mannen";"Totaal alle leeftijden";"2019";"Groningen (PV)";13
"Mannen";"Totaal alle leeftijden";"1996";"Friesland (PV)";51
"Mannen";"Totaal alle leeftijden";"2000";"Friesland (PV)";46
"Mannen";"Totaal alle leeftijden";"2005";"Friesland (PV)";33
"Mannen";"Totaal alle leeftijden";"2010";"Friesland (PV)";18
"Mannen";"Totaal alle leeftijden";"2018";"Friesland (PV)";18
"Mannen";"Totaal alle leeftijden";"2019";"Friesland (PV)";20
"Mannen";"Totaal alle leeftijden";"1996";"Drenthe (PV)";30
"Mannen";"Totaal alle leeftijden";"2000";"Drenthe (PV)";31
"Mannen";"Totaal alle leeftijden";"2005";"Drenthe (PV)";29
"Mannen";"Totaal alle leeftijden";"2010";"Drenthe (PV)";24
"Mannen";"Totaal alle leeftijden";"2018";"Drenthe (PV)";15
"Mannen";"Totaal alle leeftijden";"2019";"Drenthe (PV)";26
"Mannen";"Totaal alle leeftijden";"1996";"Overijssel (PV)";78
"Mannen";"Totaal alle leeftijden";"2000";"Overijssel (PV)";58
"Mannen";"Totaal alle leeftijden";"2005";"Overijssel (PV)";53
"Mannen";"Totaal alle leeftijden";"2010";"Overijssel (PV)";37
"Mannen";"Totaal alle leeftijden";"2018";"Overijssel (PV)";38
"Mannen";"Totaal alle leeftijden";"2019";"Overijssel (PV)";44
"Mannen";"Totaal alle leeftijden";"1996";"Flevoland (PV)";20
"Mannen";"Totaal alle leeftijden";"2000";"Flevoland (PV)";32
"Mannen";"Totaal alle leeftijden";"2005";"Flevoland (PV)";14
"Mannen";"Totaal alle leeftijden";"2010";"Flevoland (PV)";15
"Mannen";"Totaal alle leeftijden";"2018";"Flevoland (PV)";8
"Mannen";"Totaal alle leeftijden";"2019";"Flevoland (PV)";12
"Mannen";"Totaal alle leeftijden";"1996";"Gelderland (PV)";116
"Mannen";"Totaal alle leeftijden";"2000";"Gelderland (PV)";131
"Mannen";"Totaal alle leeftijden";"2005";"Gelderland (PV)";79
"Mannen";"Totaal alle leeftijden";"2010";"Gelderland (PV)";66
"Mannen";"Totaal alle leeftijden";"2018";"Gelderland (PV)";65
"Mannen";"Totaal alle leeftijden";"2019";"Gelderland (PV)";47
"Mannen";"Totaal alle leeftijden";"1996";"Utrecht (PV)";60
"Mannen";"Totaal alle leeftijden";"2000";"Utrecht (PV)";45
"Mannen";"Totaal alle leeftijden";"2005";"Utrecht (PV)";30
"Mannen";"Totaal alle leeftijden";"2010";"Utrecht (PV)";28
"Mannen";"Totaal alle leeftijden";"2018";"Utrecht (PV)";23
"Mannen";"Totaal alle leeftijden";"2019";"Utrecht (PV)";27
"Mannen";"Totaal alle leeftijden";"1996";"Noord-Holland (PV)";109
"Mannen";"Totaal alle leeftijden";"2000";"Noord-Holland (PV)";123
"Mannen";"Totaal alle leeftijden";"2005";"Noord-Holland (PV)";83
"Mannen";"Totaal alle leeftijden";"2010";"Noord-Holland (PV)";63
"Mannen";"Totaal alle leeftijden";"2018";"Noord-Holland (PV)";69
"Mannen";"Totaal alle leeftijden";"2019";"Noord-Holland (PV)";61
"Mannen";"Totaal alle leeftijden";"1996";"Zuid-Holland (PV)";136
"Mannen";"Totaal alle leeftijden";"2000";"Zuid-Holland (PV)";113
"Mannen";"Totaal alle leeftijden";"2005";"Zuid-Holland (PV)";71
"Mannen";"Totaal alle leeftijden";"2010";"Zuid-Holland (PV)";68
"Mannen";"Totaal alle leeftijden";"2018";"Zuid-Holland (PV)";68
"Mannen";"Totaal alle leeftijden";"2019";"Zuid-Holland (PV)";63
"Mannen";"Totaal alle leeftijden";"1996";"Zeeland (PV)";27
"Mannen";"Totaal alle leeftijden";"2000";"Zeeland (PV)";24
"Mannen";"Totaal alle leeftijden";"2005";"Zeeland (PV)";18
"Mannen";"Totaal alle leeftijden";"2010";"Zeeland (PV)";20
"Mannen";"Totaal alle leeftijden";"2018";"Zeeland (PV)";16
"Mannen";"Totaal alle leeftijden";"2019";"Zeeland (PV)";12
"Mannen";"Totaal alle leeftijden";"1996";"Noord-Brabant (PV)";171
"Mannen";"Totaal alle leeftijden";"2000";"Noord-Brabant (PV)";161
"Mannen";"Totaal alle leeftijden";"2005";"Noord-Brabant (PV)";123
"Mannen";"Totaal alle leeftijden";"2010";"Noord-Brabant (PV)";88
"Mannen";"Totaal alle leeftijden";"2018";"Noord-Brabant (PV)";110
"Mannen";"Totaal alle leeftijden";"2019";"Noord-Brabant (PV)";106
"Mannen";"Totaal alle leeftijden";"1996";"Limburg (PV)";60
"Mannen";"Totaal alle leeftijden";"2000";"Limburg (PV)";68
"Mannen";"Totaal alle leeftijden";"2005";"Limburg (PV)";44
"Mannen";"Totaal alle leeftijden";"2010";"Limburg (PV)";30
"Mannen";"Totaal alle leeftijden";"2018";"Limburg (PV)";39
"Mannen";"Totaal alle leeftijden";"2019";"Limburg (PV)";34
"Mannen";"Totaal alle leeftijden";"1996";"Niet in te delen (PV)";0
"Mannen";"Totaal alle leeftijden";"2000";"Niet in te delen (PV)";2
"Mannen";"Totaal alle leeftijden";"2005";"Niet in te delen (PV)";0
"Mannen";"Totaal alle leeftijden";"2010";"Niet in te delen (PV)";0
"Mannen";"Totaal alle leeftijden";"2018";"Niet in te delen (PV)";0
"Mannen";"Totaal alle leeftijden";"2019";"Niet in te delen (PV)";0
"Mannen";"Jonger dan 15 jaar";"1996";"Nederland";41
"Mannen";"Jonger dan 15 jaar";"2000";"Nederland";37
"Mannen";"Jonger dan 15 jaar";"2005";"Nederland";14
"Mannen";"Jonger dan 15 jaar";"2010";"Nederland";8
"Mannen";"Jonger dan 15 jaar";"2018";"Nederland";9
"Mannen";"Jonger dan 15 jaar";"2019";"Nederland";9
"Mannen";"Jonger dan 15 jaar";"1996";"Groningen (PV)";1
"Mannen";"Jonger dan 15 jaar";"2000";"Groningen (PV)";1
"Mannen";"Jonger dan 15 jaar";"2005";"Groningen (PV)";0
"Mannen";"Jonger dan 15 jaar";"2010";"Groningen (PV)";0
"Mannen";"Jonger dan 15 jaar";"2018";"Groningen (PV)";0
"Mannen";"Jonger dan 15 jaar";"2019";"Groningen (PV)";0
"Mannen";"Jonger dan 15 jaar";"1996";"Friesland (PV)";3
"Mannen";"Jonger dan 15 jaar";"2000";"Friesland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2005";"Friesland (PV)";1
"Mannen";"Jonger dan 15 jaar";"2010";"Friesland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2018";"Friesland (PV)";1
"Mannen";"Jonger dan 15 jaar";"2019";"Friesland (PV)";0
"Mannen";"Jonger dan 15 jaar";"1996";"Drenthe (PV)";1
"Mannen";"Jonger dan 15 jaar";"2000";"Drenthe (PV)";1
"Mannen";"Jonger dan 15 jaar";"2005";"Drenthe (PV)";0
"Mannen";"Jonger dan 15 jaar";"2010";"Drenthe (PV)";1
"Mannen";"Jonger dan 15 jaar";"2018";"Drenthe (PV)";0
"Mannen";"Jonger dan 15 jaar";"2019";"Drenthe (PV)";0
"Mannen";"Jonger dan 15 jaar";"1996";"Overijssel (PV)";7
"Mannen";"Jonger dan 15 jaar";"2000";"Overijssel (PV)";4
"Mannen";"Jonger dan 15 jaar";"2005";"Overijssel (PV)";0
"Mannen";"Jonger dan 15 jaar";"2010";"Overijssel (PV)";0
"Mannen";"Jonger dan 15 jaar";"2018";"Overijssel (PV)";0
"Mannen";"Jonger dan 15 jaar";"2019";"Overijssel (PV)";2
"Mannen";"Jonger dan 15 jaar";"1996";"Flevoland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2000";"Flevoland (PV)";1
"Mannen";"Jonger dan 15 jaar";"2005";"Flevoland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2010";"Flevoland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2018";"Flevoland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2019";"Flevoland (PV)";2
"Mannen";"Jonger dan 15 jaar";"1996";"Gelderland (PV)";6
"Mannen";"Jonger dan 15 jaar";"2000";"Gelderland (PV)";12
"Mannen";"Jonger dan 15 jaar";"2005";"Gelderland (PV)";3
"Mannen";"Jonger dan 15 jaar";"2010";"Gelderland (PV)";3
"Mannen";"Jonger dan 15 jaar";"2018";"Gelderland (PV)";1
